symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-05-05 00:00:00+00:00,93.24,94.07,92.68,94.0,35890500,21.8422727659,22.0367074119,21.7110879444,22.0203093092,143562000,0.57,1.0
AAPL,2016-05-06 00:00:00+00:00,92.72,93.45,91.85,93.37,43699886,21.7204582888,21.8914670739,21.5166532984,21.8727263851,174799544,0.0,1.0
AAPL,2016-05-09 00:00:00+00:00,92.79,93.77,92.59,93.0,32936436,21.7368563915,21.966429829,21.6900046696,21.7860506995,131745744,0.0,1.0
AAPL,2016-05-10 00:00:00+00:00,93.42,93.57,92.11,93.33,33686836,21.8844393156,21.9195781071,21.5775605369,21.8633560407,134747344,0.0,1.0
AAPL,2016-05-11 00:00:00+00:00,92.51,93.57,92.46,93.48,28719109,21.6712639808,21.9195781071,21.6595510503,21.8984948322,114876436,0.0,1.0
AAPL,2016-05-12 00:00:00+00:00,90.34,92.78,89.47,92.72,76314690,21.1629227978,21.7345138054,20.9591178074,21.7204582888,305258760,0.0,1.0
AAPL,2016-05-13 00:00:00+00:00,90.52,91.67,90.0,90.0,44392765,21.2050893476,21.4744867487,21.0832748705,21.0832748705,177571060,0.0,1.0
AAPL,2016-05-16 00:00:00+00:00,93.88,94.39,91.65,92.39,61259756,21.9921982761,22.111670167,21.4698015765,21.6431529476,245039024,0.0,1.0
AAPL,2016-05-17 00:00:00+00:00,93.49,94.7,93.01,94.55,46916939,21.9008374183,22.184290336,21.7883932856,22.1491515445,187667756,0.0,1.0
AAPL,2016-05-18 00:00:00+00:00,94.56,95.21,93.89,94.16,42062391,22.1514941306,22.3037622269,21.9945408622,22.0577906868,168249564,0.0,1.0
AAPL,2016-05-19 00:00:00+00:00,94.2,94.64,93.57,94.64,30442100,22.0671610311,22.1702348194,21.9195781071,22.1702348194,121768400,0.0,1.0
AAPL,2016-05-20 00:00:00+00:00,95.22,95.43,94.52,94.64,32025968,22.306104813,22.355299121,22.1421237862,22.1702348194,128103872,0.0,1.0
AAPL,2016-05-23 00:00:00+00:00,96.43,97.19,95.67,95.87,38018643,22.5895577307,22.7675942741,22.4115211874,22.4583729093,152074572,0.0,1.0
AAPL,2016-05-24 00:00:00+00:00,97.9,98.09,96.84,97.22,35140174,22.9339178869,22.9784270228,22.6856037607,22.7746220324,140560696,0.0,1.0
AAPL,2016-05-25 00:00:00+00:00,99.62,99.74,98.11,98.67,38642108,23.3368426956,23.3649537287,22.983112195,23.1142970164,154568432,0.0,1.0
AAPL,2016-05-26 00:00:00+00:00,100.41,100.73,98.64,99.68,56331159,23.5219069972,23.5968697523,23.1072692581,23.3508982122,225324636,0.0,1.0
AAPL,2016-05-27 00:00:00+00:00,100.35,100.47,99.245,99.44,36341240,23.5078514806,23.5359625138,23.2489957169,23.2946761458,145364960,0.0,1.0
AAPL,2016-05-31 00:00:00+00:00,99.86,100.4,98.82,99.6,42307212,23.3930647619,23.5195644111,23.1494358078,23.3321575234,169228848,0.0,1.0
AAPL,2016-06-01 00:00:00+00:00,98.46,99.54,98.33,99.02,29173285,23.0651027084,23.3181020068,23.0346490891,23.1962875298,116693140,0.0,1.0
AAPL,2016-06-02 00:00:00+00:00,97.72,97.84,96.63,97.6,40191600,22.8917513372,22.9198623704,22.6364094527,22.863640304,160766400,0.0,1.0
AAPL,2016-06-03 00:00:00+00:00,97.92,98.27,97.45,97.79,28504888,22.9386030591,23.0205935725,22.8285015126,22.9081494399,114019552,0.0,1.0
AAPL,2016-06-06 00:00:00+00:00,98.63,101.89,97.55,97.99,23292504,23.104926672,23.8686097395,22.8519273736,22.9550011618,93170016,0.0,1.0
AAPL,2016-06-07 00:00:00+00:00,99.03,99.87,98.96,99.25,22409450,23.1986301159,23.395407348,23.1822320132,23.25016701,89637800,0.0,1.0
AAPL,2016-06-08 00:00:00+00:00,98.94,99.56,98.68,99.02,20848131,23.177546841,23.322787179,23.1166396025,23.1962875298,83392524,0.0,1.0
AAPL,2016-06-09 00:00:00+00:00,99.65,99.99,98.46,98.5,26601354,23.3438704539,23.4235183812,23.0651027084,23.0744730527,106405416,0.0,1.0
AAPL,2016-06-10 00:00:00+00:00,98.83,99.3457,98.48,98.53,31712936,23.1517783939,23.2725855589,23.0697878805,23.081500811,126851744,0.0,1.0
AAPL,2016-06-13 00:00:00+00:00,97.34,99.12,97.1,98.69,38020494,22.8027330655,23.2197133907,22.7465109992,23.1189821886,152081976,0.0,1.0
