symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2019-04-15 00:00:00+00:00,266.38,268.88,258.63,268.63,10034300,53.276,53.776,51.726,53.726,50171500,0.0,1.0
TSLA,2019-04-16 00:00:00+00:00,273.36,275.0,264.72,265.75,7272900,54.672,55.0,52.944,53.15,36364500,0.0,1.0
TSLA,2019-04-17 00:00:00+00:00,271.23,274.79,268.54,274.75,5126500,54.246,54.958,53.708,54.95,25632500,0.0,1.0
TSLA,2019-04-18 00:00:00+00:00,273.26,274.84,269.75,271.23,5876300,54.652,54.968,53.95,54.246,29381500,0.0,1.0
TSLA,2019-04-22 00:00:00+00:00,262.75,269.68,262.48,269.0,12147100,52.55,53.936,52.496,53.8,60735500,0.0,1.0
TSLA,2019-04-23 00:00:00+00:00,263.9,265.6,255.75,260.15,10935400,52.78,53.12,51.15,52.03,54677000,0.0,1.0
TSLA,2019-04-24 00:00:00+00:00,258.66,265.32,258.0,263.85,10727500,51.732,53.064,51.6,52.77,53637500,0.0,1.0
TSLA,2019-04-25 00:00:00+00:00,247.63,259.0,246.07,255.0,21835300,49.526,51.8,49.214,51.0,109176500,0.0,1.0
TSLA,2019-04-26 00:00:00+00:00,235.14,246.68,231.13,246.5,22360700,47.028,49.336,46.226,49.3,111803500,0.0,1.0
TSLA,2019-04-29 00:00:00+00:00,241.47,243.98,232.17,235.86,16714500,48.294,48.796,46.434,47.172,83572500,0.0,1.0
TSLA,2019-04-30 00:00:00+00:00,238.69,244.21,237.0,242.06,9464600,47.738,48.842,47.4,48.412,47323000,0.0,1.0
TSLA,2019-05-01 00:00:00+00:00,234.01,240.0,231.5,238.85,10704400,46.802,48.0,46.3,47.77,53522000,0.0,1.0
TSLA,2019-05-02 00:00:00+00:00,244.1,247.13,237.72,245.52,18159300,48.82,49.426,47.544,49.104,90796500,0.0,1.0
TSLA,2019-05-03 00:00:00+00:00,255.03,256.61,243.49,243.86,23706800,51.006,51.322,48.698,48.772,118534000,0.0,1.0
TSLA,2019-05-06 00:00:00+00:00,255.34,258.35,248.5,250.02,10833900,51.068,51.67,49.7,50.004,54169500,0.0,1.0
TSLA,2019-05-07 00:00:00+00:00,247.06,257.21,245.1,256.8,10131400,49.412,51.442,49.02,51.36,50657000,0.0,1.0
TSLA,2019-05-08 00:00:00+00:00,244.84,250.6,244.2,246.94,6176400,48.968,50.12,48.84,49.388,30882000,0.0,1.0
TSLA,2019-05-09 00:00:00+00:00,241.98,243.68,236.94,242.0,6711400,48.396,48.736,47.388,48.4,33557000,0.0,1.0
TSLA,2019-05-10 00:00:00+00:00,239.52,241.99,236.02,239.75,7008300,47.904,48.398,47.204,47.95,35041500,0.0,1.0
TSLA,2019-05-13 00:00:00+00:00,227.01,232.47,224.5,232.01,10834800,45.402,46.494,44.9,46.402,54174000,0.0,1.0
TSLA,2019-05-14 00:00:00+00:00,232.31,234.5,228.0,229.3,7252400,46.462,46.9,45.6,45.86,36262000,0.0,1.0
TSLA,2019-05-15 00:00:00+00:00,231.95,232.44,225.25,229.32,7296000,46.39,46.488,45.05,45.864,36480000,0.0,1.0
